carClassNbr,rn,gender,cnt,percent
5804,1,남자,1,100
5805,1,남자,5,100
5810,1,남자,12,70.6
5810,3,여자,1,5.9
5810,2,법인및사업자,4,23.5
5811,2,여자,1,16.7
5811,1,법인및사업자,5,83.3
5814,1,남자,3,75
5814,2,법인및사업자,1,25
5815,1,남자,3,60
5815,2,법인및사업자,2,40
5822,1,남자,162,42.1
5822,3,여자,100,26
5822,2,법인및사업자,123,31.9
5823,1,남자,6,60
5823,3,여자,1,10
5823,2,법인및사업자,3,30
5832,1,법인및사업자,1,100
5833,1,남자,1,100
5834,2,남자,12,35.3
5834,3,여자,7,20.6
5834,1,법인및사업자,15,44.1
5835,2,여자,3,50
5835,1,법인및사업자,3,50
5836,1,남자,20,54.1
5836,3,여자,7,18.9
5836,2,법인및사업자,10,27
5837,1,남자,4,66.7
5837,3,여자,1,16.7
5837,2,법인및사업자,1,16.7
5838,1,남자,1,100
5840,1,남자,20,58.8
5840,3,여자,4,11.8
5840,2,법인및사업자,10,29.4
5841,1,남자,224,45.7
5841,3,여자,113,23.1
5841,2,법인및사업자,153,31.2
5844,1,남자,1,100
5848,1,남자,17,65.4
5848,3,여자,2,7.7
5848,2,법인및사업자,7,26.9
5849,1,남자,9,47.4
5849,3,여자,3,15.8
5849,2,법인및사업자,7,36.8
5850,1,법인및사업자,2,100
5851,1,법인및사업자,1,100
5852,1,남자,1,50
5852,2,법인및사업자,1,50
5853,1,남자,2,50
5853,3,여자,1,25
5853,2,법인및사업자,1,25
5855,2,남자,6,46.2
5855,1,법인및사업자,7,53.8
5856,2,남자,71,42.5
5856,3,여자,6,3.6
5856,1,법인및사업자,90,53.9
5857,2,남자,27,36.5
5857,3,여자,6,8.1
5857,1,법인및사업자,41,55.4
5858,1,남자,1,100
5861,1,남자,1,50
5861,2,법인및사업자,1,50
5864,1,남자,457,42
5864,3,여자,257,23.6
5864,2,법인및사업자,374,34.4
5865,1,남자,78,47.6
5865,3,여자,14,8.5
5865,2,법인및사업자,72,43.9
5869,2,남자,78,37.5
5869,3,여자,47,22.6
5869,1,법인및사업자,83,39.9
5870,1,남자,13,56.5
5870,3,여자,3,13
5870,2,법인및사업자,7,30.4
5871,1,남자,646,60.3
5871,3,여자,116,10.8
5871,2,법인및사업자,309,28.9
5872,1,남자,14,66.7
5872,3,여자,2,9.5
5872,2,법인및사업자,5,23.8
5873,1,법인및사업자,1,100
5877,1,남자,26,54.2
5877,3,여자,10,20.8
5877,2,법인및사업자,12,25
5878,2,남자,1,33.3
5878,1,법인및사업자,2,66.7
5879,1,남자,203,58
5879,3,여자,33,9.4
5879,2,법인및사업자,114,32.6
5880,1,남자,274,42.7
5880,2,여자,184,28.7
5880,3,법인및사업자,183,28.5
5882,1,남자,125,40.7
5882,3,여자,62,20.2
5882,2,법인및사업자,120,39.1
5883,2,남자,1,25
5883,1,법인및사업자,3,75
5884,1,남자,1,33.3
5884,3,여자,1,33.3
5884,2,법인및사업자,1,33.3
5886,1,남자,276,55.5
5886,3,여자,62,12.5
5886,2,법인및사업자,159,32
5887,1,남자,1,100
5890,1,남자,706,51.5
5890,3,여자,230,16.8
5890,2,법인및사업자,436,31.8
5891,1,법인및사업자,1,100
5892,1,남자,25,55.6
5892,3,여자,5,11.1
5892,2,법인및사업자,15,33.3
5893,1,남자,12,52.2
5893,3,여자,4,17.4
5893,2,법인및사업자,7,30.4
5894,1,남자,16,40
5894,3,여자,9,22.5
5894,2,법인및사업자,15,37.5
5895,1,남자,10,66.7
5895,2,여자,3,20
5895,3,법인및사업자,2,13.3
5896,1,남자,7,36.8
5896,3,여자,6,31.6
5896,2,법인및사업자,6,31.6
5897,1,남자,1,50
5897,2,법인및사업자,1,50
5898,1,남자,132,45.8
5898,3,여자,28,9.7
5898,2,법인및사업자,128,44.4
5899,1,남자,64,57.7
5899,3,여자,6,5.4
5899,2,법인및사업자,41,36.9
5901,1,남자,40,66.7
5901,3,여자,5,8.3
5901,2,법인및사업자,15,25
5902,1,남자,36,36.4
5902,3,여자,31,31.3
5902,2,법인및사업자,32,32.3
5903,1,남자,5,50
5903,2,법인및사업자,5,50
5904,1,남자,156,44.1
5904,3,여자,68,19.2
5904,2,법인및사업자,130,36.7
5905,2,여자,2,33.3
5905,1,법인및사업자,4,66.7
5906,1,남자,45,45.9
5906,3,여자,19,19.4
5906,2,법인및사업자,34,34.7
5908,1,남자,5,62.5
5908,3,여자,1,12.5
5908,2,법인및사업자,2,25
5910,1,남자,593,42.1
5910,3,여자,291,20.7
5910,2,법인및사업자,524,37.2
5911,1,남자,64,50
5911,3,여자,19,14.8
5911,2,법인및사업자,45,35.2
5914,1,남자,53,60.2
5914,3,여자,9,10.2
5914,2,법인및사업자,26,29.5
5915,1,남자,20,42.6
5915,3,여자,12,25.5
5915,2,법인및사업자,15,31.9
5916,1,남자,119,43.1
5916,3,여자,67,24.3
5916,2,법인및사업자,90,32.6
5917,1,법인및사업자,1,100
5918,3,남자,2,15.4
5918,2,여자,3,23.1
5918,1,법인및사업자,8,61.5
5919,1,남자,5,62.5
5919,2,법인및사업자,3,37.5
5927,1,남자,4,57.1
5927,2,법인및사업자,3,42.9
5928,1,남자,55,48.7
5928,3,여자,14,12.4
5928,2,법인및사업자,44,38.9
5929,1,남자,518,55
5929,3,여자,169,17.9
5929,2,법인및사업자,255,27.1
5930,2,남자,2,22.2
5930,3,여자,1,11.1
5930,1,법인및사업자,6,66.7
5931,1,남자,193,55.3
5931,3,여자,48,13.8
5931,2,법인및사업자,108,30.9
5933,1,남자,1,100
5934,2,남자,7,30.4
5934,3,여자,3,13
5934,1,법인및사업자,13,56.5
5936,1,남자,51,62.2
5936,3,여자,7,8.5
5936,2,법인및사업자,24,29.3
5937,1,남자,8,50
5937,3,여자,1,6.3
5937,2,법인및사업자,7,43.8
5941,1,남자,59,60.2
5941,3,여자,10,10.2
5941,2,법인및사업자,29,29.6
5942,2,남자,5,33.3
5942,3,여자,3,20
5942,1,법인및사업자,7,46.7
5944,1,남자,23,56.1
5944,3,여자,7,17.1
5944,2,법인및사업자,11,26.8
5945,1,남자,35,54.7
5945,3,여자,6,9.4
5945,2,법인및사업자,23,35.9
5947,1,남자,13,56.5
5947,3,여자,3,13
5947,2,법인및사업자,7,30.4
5948,1,남자,658,62.5
5948,3,여자,140,13.3
5948,2,법인및사업자,255,24.2
5949,1,남자,2,100
5950,1,남자,28,57.1
5950,2,여자,11,22.4
5950,3,법인및사업자,10,20.4
5952,2,남자,9,42.9
5952,3,여자,2,9.5
5952,1,법인및사업자,10,47.6
5953,1,남자,33,60
5953,3,여자,7,12.7
5953,2,법인및사업자,15,27.3
5954,1,남자,5,62.5
5954,2,법인및사업자,3,37.5
5955,2,남자,5,31.3
5955,3,여자,5,31.3
5955,1,법인및사업자,6,37.5
5957,1,남자,47,44.3
5957,3,여자,16,15.1
5957,2,법인및사업자,43,40.6
5958,1,남자,6,60
5958,2,법인및사업자,4,40
5959,1,남자,41,62.1
5959,3,여자,4,6.1
5959,2,법인및사업자,21,31.8
5960,1,남자,1041,57
5960,3,여자,218,11.9
5960,2,법인및사업자,566,31
5961,1,남자,30,45.5
5961,3,여자,11,16.7
5961,2,법인및사업자,25,37.9
5964,1,남자,68,44.4
5964,3,여자,32,20.9
5964,2,법인및사업자,53,34.6
5965,1,남자,25,58.1
5965,3,여자,8,18.6
5965,2,법인및사업자,10,23.3
5966,1,남자,2,66.7
5966,2,법인및사업자,1,33.3
5967,1,남자,78,46.4
5967,3,여자,25,14.9
5967,2,법인및사업자,65,38.7
5969,1,남자,185,57.6
5969,3,여자,36,11.2
5969,2,법인및사업자,100,31.2
5970,1,남자,44,64.7
5970,3,여자,6,8.8
5970,2,법인및사업자,18,26.5
5971,1,남자,54,46.6
5971,3,여자,20,17.2
5971,2,법인및사업자,42,36.2
5972,1,남자,1,100
5973,1,남자,8,44.4
5973,3,여자,3,16.7
5973,2,법인및사업자,7,38.9
5974,1,남자,12,63.2
5974,3,여자,3,15.8
5974,2,법인및사업자,4,21.1
5975,1,남자,3,60
5975,3,여자,1,20
5975,2,법인및사업자,1,20
5977,1,남자,18,46.2
5977,3,여자,10,25.6
5977,2,법인및사업자,11,28.2
5978,1,남자,5,45.5
5978,3,여자,3,27.3
5978,2,법인및사업자,3,27.3
5979,1,남자,172,59.1
5979,3,여자,32,11
5979,2,법인및사업자,87,29.9
5980,1,남자,42,56.8
5980,3,여자,9,12.2
5980,2,법인및사업자,23,31.1
5981,1,남자,231,61.1
5981,3,여자,40,10.6
5981,2,법인및사업자,107,28.3
5982,1,남자,598,44.2
5982,3,여자,304,22.5
5982,2,법인및사업자,452,33.4
5983,1,남자,15,60
5983,2,여자,7,28
5983,3,법인및사업자,3,12
5984,1,남자,147,59
5984,3,여자,37,14.9
5984,2,법인및사업자,65,26.1
5986,1,남자,72,48.3
5986,3,여자,19,12.8
5986,2,법인및사업자,58,38.9
5987,1,남자,21,44.7
5987,3,여자,8,17
5987,2,법인및사업자,18,38.3
5988,1,남자,142,52.8
5988,3,여자,34,12.6
5988,2,법인및사업자,93,34.6
5989,1,남자,4,50
5989,2,법인및사업자,4,50
5991,1,남자,1,50
5991,2,법인및사업자,1,50
5992,1,남자,50,51
5992,3,여자,7,7.1
5992,2,법인및사업자,41,41.8
5993,2,남자,36,42.4
5993,3,여자,7,8.2
5993,1,법인및사업자,42,49.4
5994,2,남자,3,37.5
5994,3,여자,1,12.5
5994,1,법인및사업자,4,50
5995,1,남자,87,44.2
5995,3,여자,28,14.2
5995,2,법인및사업자,82,41.6
5996,1,남자,460,53.4
5996,3,여자,108,12.5
5996,2,법인및사업자,293,34
5997,1,남자,8,57.1
5997,3,여자,2,14.3
5997,2,법인및사업자,4,28.6
5998,1,남자,21,52.5
5998,3,여자,6,15
5998,2,법인및사업자,13,32.5
5999,1,남자,25,62.5
5999,3,여자,5,12.5
5999,2,법인및사업자,10,25
6001,1,남자,110,47.6
6001,3,여자,19,8.2
6001,2,법인및사업자,102,44.2
6002,1,남자,4,57.1
6002,3,여자,1,14.3
6002,2,법인및사업자,2,28.6
6003,2,남자,1,25
6003,1,법인및사업자,3,75
6004,1,남자,5,71.4
6004,3,여자,1,14.3
6004,2,법인및사업자,1,14.3
6005,1,남자,157,62.8
6005,3,여자,27,10.8
6005,2,법인및사업자,66,26.4
6006,1,남자,17,51.5
6006,3,여자,4,12.1
6006,2,법인및사업자,12,36.4
6007,1,남자,9,52.9
6007,3,여자,2,11.8
6007,2,법인및사업자,6,35.3
6008,1,남자,7,38.9
6008,3,여자,5,27.8
6008,2,법인및사업자,6,33.3
6009,1,남자,24,49
6009,3,여자,9,18.4
6009,2,법인및사업자,16,32.7
6010,1,남자,1,50
6010,2,법인및사업자,1,50
6012,2,남자,12,31.6
6012,3,여자,9,23.7
6012,1,법인및사업자,17,44.7
6014,1,남자,3,42.9
6014,3,여자,1,14.3
6014,2,법인및사업자,3,42.9
6016,1,남자,121,48.4
6016,3,여자,23,9.2
6016,2,법인및사업자,106,42.4
6018,2,남자,1,25
6018,1,법인및사업자,3,75
6019,1,남자,1167,49
6019,3,여자,301,12.6
6019,2,법인및사업자,913,38.3
6020,1,남자,331,44.7
6020,3,여자,134,18.1
6020,2,법인및사업자,276,37.2
6021,1,남자,6,75
6021,2,법인및사업자,2,25
6022,1,남자,5,50
6022,2,법인및사업자,5,50
6023,1,남자,20,64.5
6023,2,법인및사업자,11,35.5
6024,1,남자,156,48.3
6024,3,여자,30,9.3
6024,2,법인및사업자,137,42.4
6025,1,남자,13,54.2
6025,2,여자,6,25
6025,3,법인및사업자,5,20.8
6026,1,남자,53,54.6
6026,3,여자,15,15.5
6026,2,법인및사업자,29,29.9
6028,1,남자,239,51.2
6028,3,여자,71,15.2
6028,2,법인및사업자,157,33.6
6029,2,남자,2,28.6
6029,1,법인및사업자,5,71.4
6030,2,남자,5,33.3
6030,3,여자,1,6.7
6030,1,법인및사업자,9,60
6031,1,남자,24,48
6031,3,여자,10,20
6031,2,법인및사업자,16,32
6035,2,남자,1,33.3
6035,1,법인및사업자,2,66.7
6036,1,남자,47,48.5
6036,3,여자,11,11.3
6036,2,법인및사업자,39,40.2
6037,2,남자,1,33.3
6037,1,법인및사업자,2,66.7
6038,1,남자,641,45.2
6038,3,여자,286,20.2
6038,2,법인및사업자,491,34.6
6039,1,남자,2,66.7
6039,2,법인및사업자,1,33.3
6040,1,남자,5,38.5
6040,3,여자,3,23.1
6040,2,법인및사업자,5,38.5
6044,1,남자,103,50
6044,3,여자,25,12.1
6044,2,법인및사업자,78,37.9
6045,2,남자,15,30.6
6045,3,여자,6,12.2
6045,1,법인및사업자,28,57.1
6046,1,남자,27,42.2
6046,3,여자,18,28.1
6046,2,법인및사업자,19,29.7
6047,1,남자,307,53.5
6047,3,여자,82,14.3
6047,2,법인및사업자,185,32.2
6048,1,남자,29,50.9
6048,3,여자,6,10.5
6048,2,법인및사업자,22,38.6
6060,1,남자,223,48.3
6060,3,여자,106,22.9
6060,2,법인및사업자,133,28.8
6061,1,남자,13,72.2
6061,2,법인및사업자,5,27.8
6062,1,남자,174,55.8
6062,3,여자,41,13.1
6062,2,법인및사업자,97,31.1
6063,1,남자,346,37.2
6063,2,여자,293,31.5
6063,3,법인및사업자,292,31.4
6064,1,남자,3,75
6064,2,법인및사업자,1,25
6065,1,남자,5,62.5
6065,2,법인및사업자,3,37.5
6066,1,남자,33,61.1
6066,3,여자,8,14.8
6066,2,법인및사업자,13,24.1
6067,1,남자,251,60.5
6067,3,여자,53,12.8
6067,2,법인및사업자,111,26.7
6068,1,남자,64,65.3
6068,3,여자,8,8.2
6068,2,법인및사업자,26,26.5
6070,1,남자,41,59.4
6070,3,여자,8,11.6
6070,2,법인및사업자,20,29
6073,1,남자,27,50
6073,3,여자,8,14.8
6073,2,법인및사업자,19,35.2
6074,1,남자,15,60
6074,3,여자,1,4
6074,2,법인및사업자,9,36
6075,1,남자,40,51.9
6075,3,여자,9,11.7
6075,2,법인및사업자,28,36.4
6076,1,남자,4,57.1
6076,3,여자,1,14.3
6076,2,법인및사업자,2,28.6
6077,1,남자,383,41.5
6077,3,여자,202,21.9
6077,2,법인및사업자,338,36.6
6078,1,남자,124,65.6
6078,3,여자,12,6.3
6078,2,법인및사업자,53,28
6080,1,남자,779,54.6
6080,3,여자,152,10.7
6080,2,법인및사업자,495,34.7
6082,1,남자,284,44
6082,3,여자,173,26.8
6082,2,법인및사업자,189,29.3
6083,1,남자,24,51.1
6083,3,여자,9,19.1
6083,2,법인및사업자,14,29.8
6084,1,남자,7,87.5
6084,2,법인및사업자,1,12.5
6085,1,남자,70,53.4
6085,3,여자,22,16.8
6085,2,법인및사업자,39,29.8
6086,1,남자,56,47.1
6086,3,여자,21,17.6
6086,2,법인및사업자,42,35.3
6087,1,법인및사업자,2,100
6088,1,남자,16,47.1
6088,3,여자,6,17.6
6088,2,법인및사업자,12,35.3
6089,1,남자,39,59.1
6089,3,여자,8,12.1
6089,2,법인및사업자,19,28.8
6090,2,남자,3,33.3
6090,3,여자,2,22.2
6090,1,법인및사업자,4,44.4
6091,1,남자,4,50
6091,3,여자,1,12.5
6091,2,법인및사업자,3,37.5
6092,1,남자,26,50
6092,3,여자,11,21.2
6092,2,법인및사업자,15,28.8
6093,1,남자,11,44
6093,3,여자,7,28
6093,2,법인및사업자,7,28
6094,1,남자,11,64.7
6094,3,여자,2,11.8
6094,2,법인및사업자,4,23.5
6097,2,남자,15,29.4
6097,3,여자,2,3.9
6097,1,법인및사업자,34,66.7
6098,2,남자,15,44.1
6098,1,법인및사업자,19,55.9
6099,1,남자,31,41.3
6099,3,여자,15,20
6099,2,법인및사업자,29,38.7
6100,1,남자,220,44.9
6100,3,여자,103,21
6100,2,법인및사업자,167,34.1
6101,1,남자,788,46.8
6101,3,여자,374,22.2
6101,2,법인및사업자,520,30.9
6102,2,남자,3,33.3
6102,3,여자,1,11.1
6102,1,법인및사업자,5,55.6
6104,2,남자,9,37.5
6104,3,여자,2,8.3
6104,1,법인및사업자,13,54.2
6105,1,남자,7,70
6105,3,여자,1,10
6105,2,법인및사업자,2,20
6109,1,남자,70,46.4
6109,3,여자,34,22.5
6109,2,법인및사업자,47,31.1
6110,1,남자,11,50
6110,3,여자,3,13.6
6110,2,법인및사업자,8,36.4
6112,1,남자,24,51.1
6112,2,여자,12,25.5
6112,3,법인및사업자,11,23.4
6113,1,남자,23,41.1
6113,3,여자,15,26.8
6113,2,법인및사업자,18,32.1
6114,1,남자,16,57.1
6114,3,여자,3,10.7
6114,2,법인및사업자,9,32.1
6115,1,남자,1182,57.4
6115,3,여자,214,10.4
6115,2,법인및사업자,665,32.3
6116,1,남자,264,58.8
6116,3,여자,52,11.6
6116,2,법인및사업자,133,29.6
6119,1,남자,21,42.9
6119,3,여자,8,16.3
6119,2,법인및사업자,20,40.8
6120,1,남자,14,58.3
6120,3,여자,3,12.5
6120,2,법인및사업자,7,29.2
6121,1,남자,49,51
6121,3,여자,12,12.5
6121,2,법인및사업자,35,36.5
6122,1,남자,990,55.6
6122,3,여자,253,14.2
6122,2,법인및사업자,536,30.1
6123,1,남자,29,61.7
6123,3,여자,8,17
6123,2,법인및사업자,10,21.3
6124,1,남자,10,55.6
6124,3,여자,1,5.6
6124,2,법인및사업자,7,38.9
6125,1,남자,20,51.3
6125,3,여자,6,15.4
6125,2,법인및사업자,13,33.3
6126,1,남자,5,100
6127,1,남자,70,46.7
6127,3,여자,22,14.7
6127,2,법인및사업자,58,38.7
6128,1,남자,5,45.5
6128,3,여자,2,18.2
6128,2,법인및사업자,4,36.4
6129,1,남자,60,47.2
6129,3,여자,27,21.3
6129,2,법인및사업자,40,31.5
6130,1,남자,29,38.7
6130,3,여자,23,30.7
6130,2,법인및사업자,23,30.7
6131,2,남자,1,11.1
6131,1,법인및사업자,8,88.9
6132,1,남자,13,41.9
6132,3,여자,9,29
6132,2,법인및사업자,9,29
6133,1,남자,149,53.6
6133,3,여자,47,16.9
6133,2,법인및사업자,82,29.5
6134,2,남자,43,41.3
6134,3,여자,12,11.5
6134,1,법인및사업자,49,47.1
6135,2,남자,30,32.3
6135,3,여자,28,30.1
6135,1,법인및사업자,35,37.6
6136,1,남자,47,49
6136,3,여자,19,19.8
6136,2,법인및사업자,30,31.3
6137,1,남자,23,56.1
6137,3,여자,5,12.2
6137,2,법인및사업자,13,31.7
6138,1,남자,13,76.5
6138,3,여자,1,5.9
6138,2,법인및사업자,3,17.6
6139,1,남자,227,52.2
6139,3,여자,49,11.3
6139,2,법인및사업자,159,36.6
6141,1,남자,31,50
6141,3,여자,4,6.5
6141,2,법인및사업자,27,43.5
6142,2,남자,29,34.1
6142,3,여자,9,10.6
6142,1,법인및사업자,47,55.3
6143,1,남자,1,100
6148,1,남자,20,69
6148,3,여자,1,3.4
6148,2,법인및사업자,8,27.6
6149,1,남자,5,83.3
6149,2,법인및사업자,1,16.7
6150,1,남자,8,57.1
6150,3,여자,2,14.3
6150,2,법인및사업자,4,28.6
6151,1,남자,1,100
6152,1,남자,222,38
6152,3,여자,166,28.4
6152,2,법인및사업자,196,33.6
6153,1,남자,95,44.6
6153,3,여자,51,23.9
6153,2,법인및사업자,67,31.5
6154,1,법인및사업자,3,100
6155,1,남자,245,58.8
6155,3,여자,56,13.4
6155,2,법인및사업자,116,27.8
6156,1,남자,250,47.3
6156,3,여자,84,15.9
6156,2,법인및사업자,194,36.7
6161,1,남자,169,44.7
6161,3,여자,51,13.5
6161,2,법인및사업자,158,41.8
6163,1,남자,137,58.3
6163,3,여자,19,8.1
6163,2,법인및사업자,79,33.6
6164,1,남자,431,58.2
6164,3,여자,75,10.1
6164,2,법인및사업자,235,31.7
6166,1,남자,383,60.6
6166,3,여자,65,10.3
6166,2,법인및사업자,184,29.1
6167,1,남자,715,54.8
6167,3,여자,164,12.6
6167,2,법인및사업자,425,32.6
6169,1,남자,56,62.2
6169,3,여자,6,6.7
6169,2,법인및사업자,28,31.1
6171,1,남자,10,90.9
6171,2,법인및사업자,1,9.1
6173,1,법인및사업자,4,100
6175,1,법인및사업자,1,100
6177,1,남자,27,51.9
6177,3,여자,3,5.8
6177,2,법인및사업자,22,42.3
6179,1,남자,6,85.7
6179,2,법인및사업자,1,14.3
6183,1,남자,70,57.9
6183,3,여자,18,14.9
6183,2,법인및사업자,33,27.3
6184,1,남자,62,48.4
6184,3,여자,20,15.6
6184,2,법인및사업자,46,35.9
6185,1,남자,32,59.3
6185,3,여자,7,13
6185,2,법인및사업자,15,27.8
6187,1,남자,30,58.8
6187,3,여자,2,3.9
6187,2,법인및사업자,19,37.3
6188,2,남자,9,33.3
6188,3,여자,2,7.4
6188,1,법인및사업자,16,59.3
6189,2,남자,2,28.6
6189,1,법인및사업자,5,71.4
6190,1,남자,11,68.8
6190,3,여자,1,6.3
6190,2,법인및사업자,4,25
6191,1,남자,274,47.6
6191,3,여자,91,15.8
6191,2,법인및사업자,211,36.6
6192,1,남자,202,49.8
6192,3,여자,76,18.7
6192,2,법인및사업자,128,31.5
6194,1,남자,56,45.5
6194,3,여자,25,20.3
6194,2,법인및사업자,42,34.1
6196,1,남자,44,53.7
6196,3,여자,15,18.3
6196,2,법인및사업자,23,28
6198,1,남자,3022,57.2
6198,3,여자,730,13.8
6198,2,법인및사업자,1532,29
6199,1,남자,808,57.6
6199,3,여자,148,10.6
6199,2,법인및사업자,446,31.8
6200,1,남자,7,70
6200,2,법인및사업자,3,30
6201,1,남자,15,39.5
6201,3,여자,8,21.1
6201,2,법인및사업자,15,39.5
6203,2,남자,1,6.3
6203,1,법인및사업자,15,93.8
6204,2,남자,62,44.6
6204,3,여자,13,9.4
6204,1,법인및사업자,64,46
6205,1,남자,1030,52.2
6205,3,여자,247,12.5
6205,2,법인및사업자,697,35.3
6206,2,남자,2,18.2
6206,3,여자,2,18.2
6206,1,법인및사업자,7,63.6
6207,1,남자,11,50
6207,3,여자,1,4.5
6207,2,법인및사업자,10,45.5
6208,1,남자,8,72.7
6208,2,법인및사업자,3,27.3
6209,2,남자,2,28.6
6209,1,법인및사업자,5,71.4
6211,1,남자,12,50
6211,3,여자,2,8.3
6211,2,법인및사업자,10,41.7
6212,1,남자,18,54.5
6212,3,여자,3,9.1
6212,2,법인및사업자,12,36.4
6213,2,남자,12,38.7
6213,3,여자,3,9.7
6213,1,법인및사업자,16,51.6
6214,2,남자,13,37.1
6214,3,여자,8,22.9
6214,1,법인및사업자,14,40
6215,1,남자,30,52.6
6215,3,여자,8,14
6215,2,법인및사업자,19,33.3
6216,1,남자,12,52.2
6216,3,여자,4,17.4
6216,2,법인및사업자,7,30.4
6217,1,남자,15,53.6
6217,2,여자,7,25
6217,3,법인및사업자,6,21.4
6218,1,남자,35,51.5
6218,3,여자,11,16.2
6218,2,법인및사업자,22,32.4
6219,1,남자,146,55.1
6219,3,여자,34,12.8
6219,2,법인및사업자,85,32.1
6220,1,남자,2,40
6220,2,여자,2,40
6220,3,법인및사업자,1,20
6224,1,남자,1504,45.4
6224,3,여자,675,20.4
6224,2,법인및사업자,1132,34.2
6225,3,남자,3,25
6225,1,여자,5,41.7
6225,2,법인및사업자,4,33.3
6226,1,남자,13,44.8
6226,3,여자,3,10.3
6226,2,법인및사업자,13,44.8
6227,1,남자,28,52.8
6227,3,여자,3,5.7
6227,2,법인및사업자,22,41.5
6230,2,남자,33,34.4
6230,3,여자,19,19.8
6230,1,법인및사업자,44,45.8
6231,1,남자,65,46.1
6231,3,여자,18,12.8
6231,2,법인및사업자,58,41.1
6232,1,남자,139,41
6232,3,여자,80,23.6
6232,2,법인및사업자,120,35.4
6233,1,남자,60,46.9
6233,3,여자,33,25.8
6233,2,법인및사업자,35,27.3
6234,1,남자,154,52.6
6234,3,여자,38,13
6234,2,법인및사업자,101,34.5
6236,1,남자,160,45.2
6236,3,여자,48,13.6
6236,2,법인및사업자,146,41.2
6238,1,남자,43,35.8
6238,3,여자,38,31.7
6238,2,법인및사업자,39,32.5
6239,1,남자,5,62.5
6239,3,여자,1,12.5
6239,2,법인및사업자,2,25
6240,1,남자,1333,53.1
6240,3,여자,349,13.9
6240,2,법인및사업자,827,33
6241,1,남자,13,44.8
6241,3,여자,3,10.3
6241,2,법인및사업자,13,44.8
6242,1,남자,22,52.4
6242,3,여자,6,14.3
6242,2,법인및사업자,14,33.3
6244,1,남자,52,53.1
6244,3,여자,14,14.3
6244,2,법인및사업자,32,32.7
6245,2,남자,95,34.4
6245,3,여자,75,27.2
6245,1,법인및사업자,106,38.4
6246,2,남자,92,39.5
6246,3,여자,43,18.5
6246,1,법인및사업자,98,42.1
6247,1,남자,482,45.2
6247,3,여자,159,14.9
6247,2,법인및사업자,426,39.9
6248,2,남자,9,36
6248,3,여자,3,12
6248,1,법인및사업자,13,52
6249,2,남자,9,34.6
6249,3,여자,3,11.5
6249,1,법인및사업자,14,53.8
6250,2,남자,139,42.2
6250,3,여자,34,10.3
6250,1,법인및사업자,156,47.4
6251,1,남자,2,100
6252,1,남자,81,52.3
6252,3,여자,20,12.9
6252,2,법인및사업자,54,34.8
6253,1,남자,99,62.3
6253,3,여자,12,7.5
6253,2,법인및사업자,48,30.2
6254,1,남자,46,52.9
6254,3,여자,8,9.2
6254,2,법인및사업자,33,37.9
6255,1,남자,409,54
6255,3,여자,85,11.2
6255,2,법인및사업자,263,34.7
6256,1,남자,1210,53
6256,3,여자,279,12.2
6256,2,법인및사업자,792,34.7
6257,1,남자,79,55.2
6257,3,여자,17,11.9
6257,2,법인및사업자,47,32.9
6258,1,남자,95,54.9
6258,3,여자,17,9.8
6258,2,법인및사업자,61,35.3
6259,2,남자,71,44.7
6259,3,여자,11,6.9
6259,1,법인및사업자,77,48.4
6260,2,남자,11,34.4
6260,3,여자,4,12.5
6260,1,법인및사업자,17,53.1
6261,1,남자,57,46.3
6261,3,여자,12,9.8
6261,2,법인및사업자,54,43.9
6262,1,남자,28,60.9
6262,3,여자,3,6.5
6262,2,법인및사업자,15,32.6
6263,1,남자,13,59.1
6263,3,여자,2,9.1
6263,2,법인및사업자,7,31.8
6264,2,남자,4,44.4
6264,1,법인및사업자,5,55.6
6265,1,남자,8,50
6265,3,여자,1,6.3
6265,2,법인및사업자,7,43.8
6266,1,남자,7,50
6266,3,여자,1,7.1
6266,2,법인및사업자,6,42.9
6267,1,남자,33,56.9
6267,3,여자,7,12.1
6267,2,법인및사업자,18,31
6268,1,남자,38,46.3
6268,3,여자,14,17.1
6268,2,법인및사업자,30,36.6
6269,1,남자,13,61.9
6269,3,여자,4,19
6269,2,법인및사업자,4,19
6270,1,남자,54,52.4
6270,3,여자,5,4.9
6270,2,법인및사업자,44,42.7
6271,1,남자,494,55.8
6271,3,여자,104,11.7
6271,2,법인및사업자,288,32.5
6272,1,남자,80,58.4
6272,3,여자,21,15.3
6272,2,법인및사업자,36,26.3
6273,1,남자,40,76.9
6273,3,여자,4,7.7
6273,2,법인및사업자,8,15.4
6274,1,남자,10,50
6274,3,여자,2,10
6274,2,법인및사업자,8,40
6275,2,남자,12,31.6
6275,3,여자,1,2.6
6275,1,법인및사업자,25,65.8
6276,2,남자,1,25
6276,1,법인및사업자,3,75
6278,2,여자,1,16.7
6278,1,법인및사업자,5,83.3
6280,1,남자,69,49.6
6280,3,여자,23,16.5
6280,2,법인및사업자,47,33.8
6282,2,남자,461,41.5
6282,3,여자,137,12.3
6282,1,법인및사업자,514,46.2
6283,1,남자,2178,56.7
6283,3,여자,515,13.4
6283,2,법인및사업자,1146,29.9
6285,2,남자,3,33.3
6285,1,여자,4,44.4
6285,3,법인및사업자,2,22.2
6286,1,남자,4,50
6286,2,법인및사업자,4,50
6287,1,남자,80,34.6
6287,2,여자,76,32.9
6287,3,법인및사업자,75,32.5
